names,places,addresses,times,teles,titles,descs
Rent 501,塔那那利佛,"Toamasina (Tamatave), 马达加斯加",,,景点介绍,
Natural pool,塔那那利佛,"Parco nazionale di Andringitra, Ambalavao 303, Madagascar",,,景点介绍,
Musée de la Gendarmerie,塔那那利佛,"Caserne de la Gendarmerie de Moramanga, Moramanga 514, Madagascar",,,景点介绍,
Lily Waterfall,塔那那利佛,"Route vers le Chutes de la Lily, Ampefy 118, Madagascar",,,景点介绍,
The Mitsinjo Reserve,塔那那利佛,"Andasibe, Madagascar",,,景点介绍,
Fahaleovantena Tribes Monument,塔那那利佛,"Great Avenue | It is located between the station and the hotel Delle Terme, Antsirabe 110, Madagascar",,,介绍,该纪念碑是安其拉贝的标志性建筑，上面包含了马达加斯加的18个部落，高大简洁。
卡苏比墓,恩德培,坎帕拉.乌干达,,+256-776-997377,介绍->开放时间,"苏比墓，也就是布干达王国皇陵，是世界文化遗产。据说这里是非洲较大的茅草陵墓，陵墓的建筑方式与当地布甘达人传统的芦苇树皮房屋的形式相同。在2001年，原来的茅草陵墓被一场莫名的大火所烧毁，如今游客在参观过程中，只能围绕周边的辅助建筑观看。


这里距离市区较远，需要搭乘摩托车前往。->全年 全天开放；具体营业状态以当天开放情况为准。"
Uganda National Museum,恩德培,"Kira Road, Kampala, Uganda",10:00-17:30开放,+256 (41) 244 060,介绍->开放时间,乌干达博物馆位于该国首都坎帕拉，创立于1908年。馆内收藏了上至远古时代的化石，下至当今时代的生活物件，应有尽有，非常丰富，是了解乌干达历史发展重要的途径之一。博物馆内的收藏不仅有古生物化石和古人类头盖骨化石等相关自然历史演变的证据，也有乐器、狩猎工具、服饰、古代交通工具、武器等涉和生产生活的展品，形象生动的向参观者再现了乌干达社会、政治、文化等各个方面的历史发展和演变。在这些展品中，尤以乐器较为吸引游客，因为他们可以在这里弹奏展览的乐器，感受乌干达古老的音乐文化。->全年 10:00-17:30
坎帕拉中央清真寺,恩德培,"Old Kampala Rd, Kampala, Uganda",09:00-18:00开放,+256 703 643499,介绍->开放时间,Gaddafi National Mosque 是乌干达较大的清真寺，位于老坎帕拉山的山顶。这座清真寺因其名字而闻名于世。->全年 09:00-18:00
维多利亚湖,恩德培,"Entebbe, Uganda",,,介绍,这是一个面积较大的湖泊，可以乘船游览，这里可以观赏到许多鸟类和野生动物。
