names,places,addresses,times,teles,titles,descs
黑溪先祖村,多伦多,1000 默里罗斯 Pky | （在 Jane St.），多伦多，安大略省 M3J 2P3，加拿大,今日11:00开放,+1-416-7361733,介绍->开放时间,黑溪先祖村是再现安大略省19世纪生活景象的露天博物馆，村内有超过40座19世纪的建筑物，包括农场、商店、铁匠屋、谷仓、教堂、校舍等，工作人员穿着19世纪的服装，再现当时的生活场景。->2023年4月22日-2023年12月23日 周三-周日 11:00-16:00；具体营业状态以当天开放情况为准。
湖滨区,多伦多,235 皇后码头 W | 在下西姆科街，多伦多，安大略省 M5J 2G8，加拿大,今日10:00开放,+1-416-9734600,介绍->开放时间,湖滨中心有包括首演舞蹈剧院(ThePremiereDanceTheatre)，名为“发电厂”(ThePowerPlant)的现代艺术画廊，以及手工艺品廊(TheCraftStudio)等剧场和文化艺术设施。沿湖岸还有一条风光迤逦的步行径(TheMartinGoodmanTrail)，湖上的游艇和渡轮都从这里启航。->全年 10:00-21:00；具体营业状态以当天开放情况为准
中央岛,多伦多,Centre Island， Toronto， ON， Canada,,+1-416-2030405,介绍->开放时间,多伦多市湖边央街对开湖面有多个岛屿，统称为多伦多群岛。当中以形似英文字母 L的多伦多岛（Toronto Island）面积大，该岛左边“手臂”部分的上角名为汉兰角（Hanlan'sPoint），向右横伸的较尖的部分名为沃德岛（Ward's Island），而位于中间的其余部分才是大家熟悉的中央岛。->具体营业状态以当天开放情况为准
尼亚加拉大瀑布游船号角者号,多伦多,加拿大安大略省尼亚加拉瀑布，尼亚加拉公园路5920号,今日09:30开放,+1-855-2642427,介绍->开放时间->优待政策->服务设施,"“号角者”游船（Hornblower）是一项令人激动，全新体验尼亚加拉大瀑布的玩乐项目。穿上薄薄的红色雨衣，乘坐可承载700位乘客双层游轮，经过美国瀑布，新娘面纱瀑布，驶入马蹄形瀑布的心脏地带，在游轮的360度无阻碍无水观赏区与瀑布亲密接触，感受瀑布充沛的水量、振聋发聩的轰鸣声，这种惊险与刺激会令你毕生难忘。全程约30分钟，白天每隔15分钟一班，另外，游轮提供付费的中文全新语音导览机。
#夜游体验#
白天看瀑布壮丽宏大，到夜间乘船游览更叫人惊艳，包括日落鸡尾酒游轮和瀑布灯景烟花游轮。在日落，瀑布照明和绚烂的烟花下，瀑布的景象比白天更加多姿多彩，再加上渡轮上的美食美酒和音乐，40分钟的美好体验，让人深深沉醉其中。->全年 周五-周日 09:30-20:30 周一-周四 09:30-18:30；具体营业状态以当天开放情况为准->补充说明：1、4周岁及以下儿童免费（烟花秀0-4周岁儿童收费）2、免责条款：以上信息仅供参考，具体信息请以景点当天披露为准。->轮椅租赁：尼亚加拉游艇公司提供的轮椅是先到先得的服务。到达位于Clifton Hill基地的登记处后，客人要留一张身份证，便可以申请使用轮椅。轮椅可以在船上的下层甲板上使用。请注意，轮椅仅供现场使用。
卫生间：船上：下层甲板上都有两个男女通用轮椅无障碍卫生间。陆地：设有三个公共卫生间，详细信息请参照：https://www.niagaracruises.com/visit/accessibility/"
Waterfront Toronto,多伦多,"20 Bay St, 多伦多, ON M5J 2N8",,+1-416-214-1344,介绍->开放时间,这里是多伦多安大略湖的岸边地带，大大小小的游轮停靠岸边，成片的绿地上有不少雕塑和木质桌椅，沿湖的木栈道可以散步或骑自行车，沿途有不少小吃店，不时还能看到街头表演。->全年 周一-周五 08:30-17:00 周六-周日；具体营业状态以当天开放情况为准
多伦多港湾,多伦多,"巴瑟斯特到莱斯利 | (在港湾), 多伦多, 安大略省, 加拿大",,+1-416-7786245,介绍->开放时间,美丽的多伦多港湾，和日本神户的港口景色有一拼。->具体营业状态以当天开放情况为准
枫叶园,多伦多,加拿大安大略省多伦多卡尔顿街 50 号 M5B 1J2,今日07:00开放,+1-416-5985960,介绍->开放时间,"枫叶花园是一个历史悠久的建筑，位于多伦多花园区的卡尔顿街和教会街交汇处西北角，这里曾是一个室内冰上曲棍球竞技场，现已成为Loblaws超市和Ryerson大学的体育中心所在，许多体育赛事和演出都会在这里举行。
作为冰上曲棍球运动的圣地，该球场在1931至1999年曾是全国冰上曲棍球联赛多伦多枫叶队的主场。1932至1967年，枫叶队在该球场进行比赛，并先后11次捧得斯坦利杯。1947年，第一次加拿大全国冰上曲棍球联赛年度全明星赛也是在这块场地上举行。
除此以外，这里还曾在1957年举办过猫王的个人演唱会，这使枫叶花园成为猫王在美国本土以外少数的几个举行过个人演唱会的场地。->全年 07:00-22:00；具体营业状态以当天开放情况为准"
约克维尔,多伦多,"Bordered by Avenue Rd. | Yonge and Bloor Sts., and Yorkville Ave., Toronto, Ontario M5R 3L2, Canada",明日12:00开放,"+1-416-9688600,+1-416-9688680",介绍->开放时间,约克维尔在60年代和今天受到重创的年代之间经历了一个明确的转变。从和平与爱到时髦，约克维尔的历史在整个地区的建筑，鹅卵石庭院和蜿蜒的小巷中依然清晰可见。今天Yorkville提供丰富的产品的广泛融合。这是寻找品质高等的商品，享受烹饪大师设计的菜肴和充满酒店的理想场所。虽然购物在约克维尔受青睐的活动中排名首位，但步行游览也是探索多伦多盛名地区的一个很好的途径。->全年 周一-周六 10:00-06:00 周日 12:00-17:00；2020年12月25日（圣诞节）关闭、2021年1月1日（元旦）关闭；具体开放时间以景区当日实际情况为准。
加丁纳陶艺博物馆,多伦多,"111 Queen's Pk | At Bloor St., Toronto, Ontario M5S 2C7, Canada",,+1 909-865-3146,介绍->开放时间,"这是加拿大的一座展览陶瓷的博物馆，其中展示了15世纪到18世纪的欧洲陶艺作品。值得一看的是千年之前的古老文明－玛雅文明的陶器，它们妥善的被安放在特别的展区内，原始古朴的造型可以供人们了解那个年代的些许特色。


博物馆还特别设置了一个陶艺班，游客可以自由参加，学习制作属于自己的陶艺品，所以，不妨大胆的发挥想象，给自己创造一件另类的多伦多纪念品吧。->周三-周日12:00-17:00，元旦、纪念日、7月4日、劳动节、感恩节、圣诞节闭馆。"
古德汉大楼,多伦多,"49 Wellington St E, Toronto, Ontario M5E 1C9, 加拿大",,+1 416-392-1975,介绍->开放时间,"这栋位于惠灵顿东街49号的红砖楼是多伦多的历史性和地理标志性建筑，地处多伦多商业区的东沿，前街和惠灵顿街楔形夹角处。古德汉大楼呈长三角形，造型像熨斗，又称为熨斗大楼，是世界上首栋熨斗大楼，它完工于1892年。


同样风格的建筑在世界范围内还有两栋，一栋是1897年在亚特兰大建造的，还有一栋也是规模较大的，是1902年在纽约曼哈顿的熨斗大厦。->全年 ；外观全天开放，内部无法进入。"
