names,places,addresses,times,teles,titles,descs
罗渣士中心,多伦多,"1 Blue Jays Way, 多伦多, ON M5V 1J1",,+1-416-3411000,介绍->开放时间,"罗渣士中心位于加拿大国家电视塔旁边，原名为天空巨蛋（Skydome），后被通信巨头Rogers收购后改名，巨大的圆形穹顶开合仅需20分钟，保证体育赛事或演出不会被天气所影响。
多伦多蓝鸟队（Toronto Blue Jays）是隶属美国联盟并是唯一赢得世界大赛冠军的加拿大球队，罗渣士中心是这支棒球队的主场，每逢球赛这里飘扬着蓝色的旗帜，数以千记的球迷汇集于此，热闹非凡。->具体营业状态以当天开放情况为准"
冰球名人堂,多伦多,"布鲁克菲尔德广场 - 大堂层 | 30 Yonge Street, 多伦多, 安大略省 M5E 1X8, 加拿大",今日10:00开放,+1-416-3607765,介绍->开放时间,冰上曲棍球是加拿大非常流行的运动，冰球名人堂是以冰上曲棍球为主题的博物馆，展出各种关于球员、球队、国家冰上曲棍球联盟记录、大事记和NHL奖品（包括史丹利杯）的陈列品。->2023年6月26日-2023年9月4日 10:00-18:00；2023年9月5日-次年2023年6月25日 10:00-17:00；2023年 6 月 14 日，埃索大会堂将关闭至下午 2:30；关闭时间：入会日2023 年 11 月 13 日、圣诞节2023年 12 月 25 日、 元旦2024年 1 月 1 日。三月假期具体营业状态以当天开放情况为准。
尼亚加拉湖滨小镇,多伦多,"43 Castlereagh St, Niagara-on-the-Lake, ON L0S 1J0, Canada",,,介绍->开放时间,"尼亚加拉湖滨镇曾在1812年被战争摧毁，经过重建的小镇已成为尼亚加拉地区知名的景区。街区中坐落着维多利亚风格的老建筑、精致的专卖店、文艺的餐吧，环境十分优美。
这座美丽的城镇曾被评为“世界七大童话小镇”之一，在这里，你可以乘坐马车行驶在小镇中，仿佛自己也成为童话中的人物，或者找寻树木花丛掩映中的复古建筑物，又或者在天气晴好时到湖边望一望多伦多的CN塔。街上的小店出售加拿大特色的冰酒和各种纪念品，赶上万圣节、圣诞节前后到来，不少店铺还会专门出售节日相关的产品。->全年 全天开放；具体营业状态以当天开放情况为准"
于人村,多伦多,"Unionville, Markham, ON L3R, Canada",,,介绍->开放时间,这里有年代久远的作坊和教堂，展现了18世纪的民风。区内随处可见的服饰店、咖啡馆和画廊，满足游客的不同口味。沿着布满小店的街道散步，或在绿荫小径上漫步，都是很好的游览方式，而且这里充满诗意的优美风景，是游人拍照取景的好地方。->具体营业状态以当天开放情况为准
加拿大奇幻乐园,多伦多,"1 Canada's Wonderland Drive, Vaughan, ON L6A 1S6, Canada",营业时间待定,+1-905-8328131,介绍->开放时间,"加拿大奇幻乐园是加拿大较大的主题乐园，以全北美种类较多的过山车而深受欢迎。游乐园内有超过200种游乐设施，10多部种类不同的过山车，让你一次体验非凡乐趣。


除了惊险的游乐项目，这里还有很多不同主题的表演，非常适合带着小朋友们来游玩，大人们也能在欢声笑语中回到童年时代。->全年 10:00-20:00；具体营业状态以当天开放情况为准"
老城区,多伦多,安大略省多伦多老城,,+1-416-8611793,介绍->开放时间,老城区的历史可以追溯到十九世纪初，是本地艺术、文化和古迹中心，汇集了安大略省较密的维多利亚式建筑。->全年 全天开放；具体营业状态以当天开放情况为准
加拿大星光大道,多伦多,"68-66 Simcoe St, Toronto, ON M5J 2H5, Canada",,+1 416-367-9255,介绍->开放时间,加拿大星光大道记录了加拿大的许多着名人物，它始建于1998年，现在记录有131位名人，主要是想纪念和表彰一些在文体领域有特殊贡献的多伦多名人，之后范围扩张到全加拿大，上面留名的包括运动员、教练、演员、导演、作家、电影制片人、电视人等。加拿大的星光大道名气没有好莱坞星光大道大，且与好莱坞星光大道也有所不同，这里表彰的名人其职业涵盖更广泛一些。->全年 全天开放；具体营业状态以当天开放情况为准
多伦多公共图书馆,多伦多,加拿大安大略省多伦多央街 789 号,今日09:00开放,+1-416-3955577,介绍->开放时间,多伦多公共图书馆是总部设在加拿大安大略省多伦多市的公共图书馆系统，分馆遍布多伦多各居民区，是加拿大较大的图书馆系统。当地居民可以申请图书借阅卡，在各个图书馆里借阅书籍、录像带等。图书种类众多，涉及范围广泛，且图书馆内环境舒服，深受当地居民的喜爱。->全年 周六 09:00-17:00 周日 13:30-17:00 周一-周五 09:00-20:30；具体营业状态以当天开放情况为准
艾伦花园,多伦多,"160 Gerrard St E, Toronto, ON M5A 2E5Canada",今日10:00开放,+1-416-3927288,介绍->开放时间,"爱伦温室花园成立于1858年，是历史悠久的公园，这里拥有一间温室以及一个为狗提供的操场。
占地16000平方英尺的大棚内培育着来自全球各地的热带植物。南部“热带之家”有一个水车和热带植物如兰花和凤梨等。另一个热带房子有许多种芙蓉，曼陀罗和苏铁等。仙人掌房子有各种各样的仙人掌和多肉植物。另外，这里还有众多美丽的花房，非常适合拍照。->全年 10:00-17:00；具体营业状态以当天开放情况为准"
史凯隆塔,多伦多,"5200 Robinson St, Niagara Falls, Ontario L2G 2A2, Canada",今日09:00开放,+1-905-3562651,介绍->开放时间->优待政策->服务设施->必看贴士,"史凯隆塔是尼亚加拉大瀑布地区地标性建筑，集观景台，旋转餐厅，自助餐厅为一体,可满足游客鸟瞰体验大瀑布的需求。史凯隆塔于1965年10月6日对外开放。在高出瀑布236米的史凯隆塔观景台上，游客们可以俯瞰气势磅礴的加拿大瀑布及美国瀑布。位于史凯隆塔内三层的360度室内／室外观景台是俯瞰尼亚加拉地区优美全景的理想之地。塔内二层为自助餐厅，每年5月中旬至10月中旬对游客开放，餐厅内提供多种多样的午餐及晚餐，用餐环境舒适宜人。史凯隆塔知名的旋转餐厅位于塔内第一层，在这里游客可以一边欣赏尼亚加拉大瀑布气势恢宏的美景同时享用屡获殊荣备受赞誉的午餐及晚餐， 餐厅每小时旋转一圈（360度）。若是在夜晚享受晚餐，还能体验到五光十色的瀑布灯光秀创造的魔力氛围。->全年 周一-周五 10:00-22:00 周六-周日 09:00-23:00；营业时间变动频繁，详情请以景区官网公示为准。->儿童：3周岁及以下，免费->餐厅：景区顶层设有旋转餐厅：https://www.skylon.com/niagara-falls-dining/revolving-dining-room/景区顶层设有自助餐厅Summit Suite：自助餐时间（5月中旬至10月）：午餐：上午11:30至下午3:00早餐：下午5:00至5:30晚餐：下午5:30至晚上10:00全年：周日早午餐时间为上午10:30至下午3:00自助餐时间 - （11月至5月中旬）：全年周日早午餐时间为上午10:30至下https://www.skylon.com/niagara-falls-dining/summit-suite-buffet/->在顶部餐厅就餐可免费参观观景台。->在顶部餐厅就餐可免费参观观景台。"
