names,places,addresses,times,teles,titles,descs
恩托托山,亚的斯亚贝巴,埃塞俄比亚,,,介绍->开放时间->必看贴士,"恩托托山是亚的斯亚贝巴的高峰，海拔高达3,200米，是恩托托山脉的一部分。山上有埃塞俄比亚皇帝孟利尼克二世在位时下令建造的宫殿。除了皇宫以外，山上还有一些教堂。埃塞俄比亚空间科学学会在高点处建立了一个天文台，游客在从山顶还可以眺望城市的风景。->全年 全天开放->骑自行车上山有点难度，因为有些地方超过15度的坡度。->骑自行车上山有点难度，因为有些地方超过15度的坡度。"
民族博物馆,亚的斯亚贝巴,埃塞俄比亚首都，亚的斯亚贝巴,8:30-17:30开放,+251 11 123 1068,介绍->开放时间,"民族博物馆坐落在亚的斯亚贝巴大学，它毫无疑问是探寻埃萨俄比亚较好的古迹：它可以开阔你的眼界，让你深刻地探索埃塞俄比亚。博物馆是有名的埃塞俄比亚国王 Hailie sillasi的生活旧居,也是所罗门时代国王所住过的地方。这里的信息量很丰富，还有很多体现埃塞俄比亚的文物和现代文明的展品。


馆外是石制的资料，二层展出自然科学、人类学、考古学的资料等，也展示美术作品，三层是民族学的资料。你能看到过去人们的生活和服饰，以及埃塞俄比亚人对意大利殖民者的斗争历史。->全年 8:30-17:30"
红色恐怖遇难者纪念博物馆,亚的斯亚贝巴,"Africa Ave, Addis Ababa, Ethiopia",8:30-18:30开放,,介绍->开放时间,这个博物馆位于Bole Road，它的建立是为了纪念那些在军事政权中失去生命的人，这个博物馆提供给游客一个深入了解埃塞俄比亚历史的机会，为人们提供了那个悲惨时期非常翔实的背景和细节。->全年 8:30-18:30
Medhane Alem Cathedral,亚的斯亚贝巴,"Cameroon Street, Addis Ababa, Ethiopia",00:00-23:59开放,+251 91 261 0367,介绍->开放时间,Medhane Alem Cathedral是埃塞俄比亚的大教堂，这里经常会有一些宗教表演活动，也有很多人选择在此举行婚礼。->全年 00:00-23:59
Chiromeda Market,亚的斯亚贝巴,"Toward Entoto Hill,Addis Ababa,Ethiopia",全天开放,+251-96-3727196,介绍->开放时间->必看贴士,"位于恩陀陀道路，市场有停车场和安全地走动。这里特色的妇女的传统服装有几个纪念品商店。 这里很拥挤，同时也很热闹，是购买埃塞尔比亚特色服饰的地点。还有些很有特色的东西，很值来看一看。要注意这里可能会有很多小偷。 裙子,衬衫,围巾,你能想到的，这是比在城里更便宜。->全年 周一-周六 全天开放 周日 12:00-05:00；具体开放时间以景区当日实际情况为准。->注意可能会有的小偷。->注意可能会有的小偷。"
Merkato,亚的斯亚贝巴,亚的斯亚贝巴，埃塞俄比亚,,+251 91 250 2236,介绍->开放时间->必看贴士,"Mercato坐落在亚德斯亚贝巴，Mercato是个很棒的跳蚤市场，这里有很多的活动，能满足你的一切购物需求。 你可以在这里慢慢地闲逛，能发现很多有趣的小玩意。 也建议您穿简单的衣服，如牛仔裤和舒适的鞋子走。 市场有些拥挤，你可以选择合适的时间，在人少的时候享受什么购物乐趣。
集市你能买到很好的香料、咖啡和当地服装， 体验当地的民俗风情，这里价格公道，买一些当地的有趣纪念品给家人朋友是一个好选择。这里很大，注意要保管好自己的贵重物品。->全年 周一-周五 全天开放->Merkato跳蚤市场很大，人流量巨大，主意保管好自己的随身物品，警惕小偷。集市还处于增建状态，有些混乱，找个当地的导游同行会更好。->Merkato跳蚤市场很大，人流量巨大，主意保管好自己的随身物品，警惕小偷。集市还处于增建状态，有些混乱，找个当地的导游同行会更好。"
圣乔治大教堂,亚的斯亚贝巴,"广场,亚的斯亚贝巴，埃塞俄比亚",7:00-18:00开放,+251 92 205 2209,介绍->开放时间->必看贴士,圣乔治大教堂始建于1896年，由孟利尼克皇帝下令建造，为了纪念这一年英勇的埃塞俄比亚人们击败了意大利殖民者的入侵。独特的八角形造型设计，深刻地保留了古老的埃塞俄比亚游牧民族的帐篷造型，富有当地民族特色。->全年 7:00-18:00->进入教堂要拖鞋。->进入教堂要拖鞋。
非洲联盟会议中心,亚的斯亚贝巴,"P.O. Box 3243 | Roosvelt Street （Old Airport Area） | W21K19 | Addis Ababa, Ethiopia",,,介绍->开放时间,非洲联盟会议中心，位于埃塞俄比亚的亚的斯亚贝巴，简称AUCC，高将近一百米，是非洲联盟的总部。非盟会议中心作为中国援助非洲重点项目之一，由中华人民共和国政府无偿援助兴建，耗资2亿美元。2012年1月28日落成，并作为“礼物”转交非盟管理。->全年 周一-周五 8:00-19:00
Tiglachin Memorial,亚的斯亚贝巴,亚的斯亚贝巴埃塞俄比亚,,,介绍,Tiglachin纪念碑是一个纪念埃塞俄比亚和古巴士兵参与奥加登战争。雕像50米高的柱子，两个浮雕墙的两边有很多古巴士兵的肖像。雕像描绘了三个全副武装的人和锤子和镰刀旗。
Sholla Market,亚的斯亚贝巴,"2QHX+8VG, Addis Ababa",7:00-21:30开放,+251 96 372 7196,介绍->开放时间,"在Sholla市场能买到很多香料、一些当地的特产和纪念品，这里的咖啡很不错，还有一些当地的衣服等等。这里的买东西能得到了很好的价格和一些很不错的东西，很适合买写特色的伴手礼带给家人朋友。
很有趣的集市，这里能了解埃塞俄比亚人们的生活。->全年 7:00-21:30"
