names,places,addresses,times,teles,titles,descs
哈姆兹城堡,蒙特利尔,"Notre-Dame Street in Old Montreal, Quebec, Canada opposite Montreal City Hall",今日10:00开放,+1 514-861-3708,介绍->开放时间,"蒙特利尔旧市政厅对面的建筑，是哈姆兹城堡。
当时蒙特利尔的市长克劳德·哈默介先生于1705年建起他的“城堡”，用于居住和办公。此后，这里的主人陆续更替，有新法兰西总督、印度公司、美国革命党人、大英帝国派遣的总督、公共教育部长、法院以及法学院和医学院。这里也曾经接待过一些世界历史上大名鼎鼎的人物，比如1776年本杰明·富兰克林就曾寓居此处。 整体而言，哈姆兹城堡在内容介绍上下了些功夫，让里面不同时代的场景变得活了起来。
每个房间都有一个解说装置，听的时候就像拿起电话。他们采用了多国语言(包括中文)以第三人称甚至第一人称的身份对不同时代里这栋房子在蒙特利尔城市地位和作用做了充分介绍。->全年 10:00-17:00"
Montreal Decorative Arts Museu...,蒙特利尔,"615 avenue Ste-Croix, 蒙特利尔, 魁北克 H4L 3X6, 加拿大",今日10:00开放,514-747-7367,开放时间,"全年 周二,周四-周五 11:00-17:00 周三 11:00-21:00 周六-周日 10:00-17:00"
加拿大铁路博物馆,蒙特利尔,"110, rue Saint-Pierre | Saint-Constant, 蒙特利尔, 魁北克 J5A 1B6, 加拿大",今日09:00开放,+1 450-632-2410,介绍->开放时间,由加拿大铁路历史协会运营的加拿大铁路博物馆，是加拿大特色的博物馆之一，坐落在离蒙特利尔市中25分钟车程的Saint-Constant和Delson地区。 博物馆共有两层，一楼由铁路模型展室、特别展室、CN展室和Ground Gallery组成。二楼没有展室，主要是档案室。->全年 周五-周日 09:00-17:00
蒙特利尔昆虫馆,蒙特利尔,"4581 Sherbrooke Street East | Included With Teh Botanical Garden, Montreal, Quebec H1X 2B2, Canada",今日09:00开放,+1 514-868-3000,介绍->开放时间,蒙特利尔昆虫馆在蒙城植物园内有个昆虫馆，外形设计就像一只昆虫。此昆虫馆在北美洲也属于独一无二的，馆内收藏有昆虫和节肢动物标本、活体共计1.6万余件。昆虫馆的宗旨是为教育与科研服务，让参观者了解昆虫在大自然中的生存状况。->全年 周二-周日 09:00-17:00
舍布鲁克大街,蒙特利尔,"Rue Sherbrooke, 蒙特利尔, 魁北克 H2X 0A5, 加拿大",,,介绍,舍布鲁克大街自18世纪开始便是蒙城的政治家及商界人士居住之地，据说20世纪初期，这一带的居民掌握了全加拿大70%的资本。这条街穿过整个蒙城市区，是一条非常长又十分繁华的街道，有许多家高级饭店、精品店、画廊、餐厅和博物馆。
Gray Line,蒙特利尔,加拿大蒙特利尔,今日06:30开放,+1 514-398-9769,开放时间,全年 6:30-18:00
古兰尼牧场,檀香山,"49-560 Kamehameha Hwy, Kaneohe, HI 96744, USA",明日07:30开放,+1-808-2377321,介绍->开放时间->优待政策->必看贴士,"位于夏威夷欧胡岛的古兰尼牧场是一个非常有名的景点，它本身是一个传统的养牛牧场和农场，由一个夏威夷本地家庭管理和保存着。这里风光秀美，许多影视剧都曾在此取景。
影视拍摄地
古兰尼牧场一直是许多电视节目和好莱坞电影的拍摄场地，电影如《侏罗纪公园》、《风语者》、《珍珠港》和《哥斯拉》等，而电视节目包括《丢失》和《天堂执法者》等也都是在这里拍摄取景的。
古兰尼牧场风景优美，地貌多样，从陡峭的山崖蔓延到波光粼粼的大海，从茂密的热带雨林到开阔的山谷，从美丽的白色沙滩到翠绿的悬崖面，应有尽有。
娱乐项目
古兰尼牧场不仅风景优美，而且这里还举办了各种各样的娱乐项目供游客选择。游客到此必须选择公园提供的半日游或全日游线路，选择的娱乐项目分为体验之旅和探险之旅。->全年 07:30-18:00；圣诞节和元旦休息，具体营业状态以当天开放情况为准->补充说明：1、以上信息仅供参考，具体信息请以景区当天披露为准。2、免票人群：【体验之旅套餐】3周岁以下儿童免费，但需由至少1名成人陪同购票入园。->1. 如欲订购古兰尼牧场的旅游套餐或项目，可发电邮到nike@kualoa.com预约。古兰尼牧场也有提供酒店接送服务，如有需要，可以在邮件中注明，并提供酒店名称。
2. 想要畅快地游览古兰尼，需要参加牧场的各种导览团，毕竟地方很大，找个专业的向导不容易迷路。->1. 如欲订购古兰尼牧场的旅游套餐或项目，可发电邮到nike@kualoa.com预约。古兰尼牧场也有提供酒店接送服务，如有需要，可以在邮件中注明，并提供酒店名称。
2. 想要畅快地游览古兰尼，需要参加牧场的各种导览团，毕竟地方很大，找个专业的向导不容易迷路。"
檀香山,檀香山,"Honolulu, Hawaii, USA",,,介绍->开放时间->必看贴士,"檀香山又称火奴鲁鲁，位于夏威夷群岛面积第三的欧胡岛上，它是美国夏威夷州的港口城市。放眼望去，这里蓝天白云、碧海银沙、阳光椰树。清新的空气中弥散着鲜花的芬芳，温柔的海风里流淌着音乐的气息。
这里是度假胜地，有着湛蓝的海水，葱郁的青山，变幻的云彩，摇曳的椰树映衬着时尚摩登的高楼，流光溢彩的商铺，熙熙攘攘的车流。这里甚至是全球非常适合冲浪的地方。->具体营业状态以当天开放情况为准->檀香山日照强烈，请做好护肤措施。->檀香山日照强烈，请做好护肤措施。"
欧胡岛,檀香山,Hawaii,,+1-808-5240722,介绍->开放时间,"欧胡岛是夏威夷的第三大岛，岛上有11个城市，其中较为人所熟知的是火奴鲁鲁，也叫檀香山。在欧胡岛，游客主要前往的还是檀香山，你可以在威基基海滩边找个好的酒店，度个假，享受沙滩、椰树和美丽的海景。
喜欢历史的话，可以前往珍珠港，参观亚利桑那战列舰纪念馆和密苏里号战舰纪念馆。喜欢户外的话，可以登高钻石头山，远眺整个威基基海滩美丽的弧线，以及湛蓝的太平洋。还可以前往大风口体验一把被强风狂吹的感觉，更可以前往古兰尼牧场，参观众多电影电视剧的拍摄场地，如《侏罗纪公园》，体验各种娱乐项目，在绵延的山谷中，感受探险乐趣。->具体营业状态以当天开放情况为准"
波利尼西亚文化中心,檀香山,"55-370 Kamehameha Hwy, Laie, HI 96762, USA",明日12:30开放,+1 800-367-7060,介绍->开放时间->优待政策->服务设施->必看贴士,"波利尼西亚文化中心是一个非营利机构，专门为了保留宝贵的波利尼西亚文化而设立。文化中心包括七个村落的原住民的民俗表演。精彩表演这里的晚餐是有皇族待遇的Luau（卢奥）晚宴，在享用夏威夷地道美食的同时，欣赏一场独特专为皇家所表演的Live秀。晚宴后，文化中心太平洋剧院的《生命之歌》表演非常精彩，从一个少年的成长、恋爱、战争的过程，展示了波利尼西亚文明的特色。尤以接近尾声的草裙舞，火刀舞为精彩。->全年 周一-周二,周四-周六 12:30-21:00 周三,周日；感恩节和圣诞节关闭。具体营业状态以当天开放情况为准->儿童：3周岁及以下，免费
补充说明：免责条款：以上信息仅供参考，具体信息请以景点当天披露为准。->停车场：【景区停车场】参考价格：免费；地址：请参考景区提示；库位：请参考景区提示；请参考景区提示
纪念品商店：景区内有多家纪念品商店，您可以根据官网信息查询：http://hukilaumarketplace.com/->观看夜间表演千万不要使用闪光灯拍摄，园内提供中文导游。->观看夜间表演千万不要使用闪光灯拍摄，园内提供中文导游。"
